model_id,model_name,model_type,group,item_id,text,audio_path,audio_duration_sec,sample_rate,reference_used,generation_status,latency_sec,has_error,error_notes,stress_notes
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_09,"Действительно, согласно ч. 2 ст. 89 ЖК РСФСР в случае выезда нанимателя и членов его семьи на другое постоянное место жительства договор найма считается расторгнутым со дня выезда.",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_09.wav,11.52,24000.0,no,generated,0.14933333333333335,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_10,"Так, например, при аренде BMW 5-й серии на счёте замораживается около $ 5 тыс.",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_10.wav,8.6,24000.0,no,generated,0.042666666666666665,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_01,"Дата рождения - 08.04.1980 г. (23 года), женат. Тел. 232-23-23.",results/audio/chatterbox_multilingual_ru_numbers_numbers_01.wav,8.88,24000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_02,"Из оставшихся 26521000 человек 13450000 составляют депутаты и госслужащие, 5 млн. - военные, 3977368 - нелегальные эмигранты.",results/audio/chatterbox_multilingual_ru_numbers_numbers_02.wav,14.6,24000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_03,"В результате к 5 млн. 800 тысячам рублей, запланированным на 2002 год из федерального бюджета на строительство хирургического корпуса Йошкар-Олинской горбольницы, к концу года Москва выделила ещё 6 млн. рублей.",results/audio/chatterbox_multilingual_ru_numbers_numbers_03.wav,11.88,24000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_04,В минувшем году отметил своё 30-летие московский Музей В. А. Тропинина и художников его времени.,results/audio/chatterbox_multilingual_ru_numbers_numbers_04.wav,5.32,24000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_05,"Глядя на сегодняшнюю Ирландию, трудно себе представить, что в середине XIX в. после разразившегося голода отчаявшиеся люди пересекали океаны и, терпя лишения и страдания, добирались до берегов Америки и Австралии, а ещё 10 лет назад не во всех деревнях было электричество.",results/audio/chatterbox_multilingual_ru_numbers_numbers_05.wav,14.16,24000.0,no,generated,0.14933333333333335,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_06,"Лампа коптила много столетий, потому что ламповое стекло изобрели лишь во второй половине XVIII в.",results/audio/chatterbox_multilingual_ru_numbers_numbers_06.wav,7.04,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_07,"Взять 1/2 стакана дрожжей, 1/4 стакана воды, 1/2 фунта сахара, 1/3 фунта т. е. 1 стакан изюма, 1/2 золотника шафрана, намоченного в 1/4 стакана холодной воды или рома, 60 желтков, 2 1/2 стакана растопленного масла, муки 1 гарнец без 2 стаканов.",results/audio/chatterbox_multilingual_ru_numbers_numbers_07.wav,40.0,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_08,"Это лишний раз подтвердил 12-й по счёту и первый в статусе республиканского фестиваль горномарийской песни, прошедший при аншлаге во Дворце культуры имени Я. Эшпая.",results/audio/chatterbox_multilingual_ru_numbers_numbers_08.wav,8.68,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_09,Эта этноязыковая общность существовала в Центральной Европе во II тысячелетии до н. э. и названа Г. Краэ древнеевропейской.,results/audio/chatterbox_multilingual_ru_numbers_numbers_09.wav,7.48,24000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,numbers,numbers_10,"На требование остановиться 4,3-тонный автомобиль разогнался почти до паспортных 90 км/ч, за что и был расстрелян из табельных милицейских автоматов и пистолетов на Нагатинской набережной.",results/audio/chatterbox_multilingual_ru_numbers_numbers_10.wav,11.0,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,stress,stress_01,"Дом, в котором я живу, расположен на окраине маленького городка, у самой подошвы горы. Здесь мягкий климат и редко идут дожди. Ночью небосвод бывает так густо усеян звездами, что кажется, будто все миллиарды их из нашей галактики разбросаны вверху над моей головой. Летним утром, как только я открываю окно, моя большая комната наполняется запахом цветов. Ветки черешен смотрят мне в окна, и легкий теплый ветер усыпает мой письменный стол белыми лепестками.

Вдруг позади себя я слышу: „Сережа, неужели это ты? Вот так встреча!“. Я узнаю этот низкий голос. Оборачиваюсь - так и есть: Андрей Сафонов! Очень радостно видеть его вновь. С Андреем мы знакомы с конца восьмидесятых - служили вместе в армии. Его, энергичного и общительного, всегда на помощь готового прийти, любили все. Меня покорили его честность и недюжинная сила.

Мы были дружны, но потом, мало-помалу, связь наша оборвалась.
— Здравствуй, Андрюша! Как ты тут оказался?
— Командировка в архив: предлагают снять сюжет про судоверфь. Вчера приехали - сегодня уезжаем. Вернее, улетаем - к четырем в аэропорт.",results/audio/chatterbox_multilingual_ru_stress_stress_01.wav,36.32,24000.0,no,generated,0.3626666666666667,yes,,
